,club_position,work_rate,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle
3273,LB,Medium/High,70.0,35.0,56.0,63.0,67.0,79.0,63,25,67,63,30,61,45,31,59,66,69,71,61,64,63,60,78,77,80,28,80,65,63,42,33,58,67,69,66
3274,CDM,High/Medium,67.0,57.0,59.0,69.0,69.0,76.0,49,49,71,65,55,70,55,44,62,71,65,68,67,68,45,72,64,76,77,63,75,66,65,60,47,69,68,73,66
3275,RDM,Medium/Medium,74.0,68.0,68.0,72.0,61.0,66.0,62,68,58,74,66,72,66,60,68,72,74,74,72,70,70,74,70,75,60,62,67,55,68,68,63,69,60,66,67
3276,LCB,Medium/Medium,71.0,28.0,51.0,54.0,67.0,77.0,35,21,73,62,20,50,22,28,60,59,67,75,52,61,57,50,65,64,84,23,81,66,24,54,31,61,62,70,68
3277,RDM,Medium/High,55.0,54.0,64.0,66.0,67.0,73.0,59,52,70,69,45,64,56,38,66,68,52,57,67,68,70,60,83,77,72,54,68,72,61,68,45,68,63,66,64
3278,LCB,Medium/High,64.0,33.0,51.0,51.0,71.0,73.0,35,24,70,65,27,45,31,23,58,49,63,65,60,65,68,50,60,78,73,33,69,70,41,50,38,74,71,73,69
3279,RCB,Medium/High,54.0,32.0,51.0,51.0,67.0,80.0,32,23,72,59,24,48,49,23,56,55,53,54,47,60,55,60,83,75,80,19,83,67,49,61,36,56,64,68,69
3280,RM,High/Medium,75.0,67.0,63.0,74.0,32.0,53.0,69,69,57,62,65,78,65,50,60,71,77,74,79,53,77,67,45,65,58,68,28,24,68,63,55,65,35,28,29
3281,ST,Medium/Medium,71.0,69.0,57.0,62.0,34.0,65.0,35,71,71,69,59,59,51,37,59,66,72,70,63,67,59,67,77,63,75,69,41,23,72,61,71,51,35,31,23
3282,LDM,Medium/Medium,66.0,56.0,65.0,72.0,65.0,72.0,58,55,48,72,40,72,56,39,69,71,66,66,77,68,82,60,84,83,64,59,74,67,62,65,44,66,69,66,65
3283,LB,Medium/Medium,81.0,35.0,57.0,66.0,64.0,63.0,62,32,48,62,27,63,63,31,54,70,82,81,70,70,67,42,65,71,60,33,59,63,55,48,38,63,63,68,68
3284,RCM,High/Medium,80.0,57.0,69.0,75.0,55.0,51.0,63,51,41,72,49,76,81,53,70,75,82,78,84,64,80,66,61,77,34,64,58,58,63,71,55,59,49,61,59
3285,RDM,Medium/Medium,68.0,54.0,67.0,68.0,65.0,61.0,58,54,48,73,51,66,62,48,71,70,69,67,66,67,68,58,58,74,59,56,50,67,48,66,47,72,66,68,66
3286,LS,High/Medium,73.0,66.0,61.0,70.0,26.0,69.0,61,70,63,66,58,72,69,49,52,70,68,77,67,66,64,68,65,69,74,62,55,23,69,58,49,60,28,17,16
3287,CDM,Low/Medium,56.0,52.0,70.0,66.0,68.0,70.0,63,45,64,76,59,61,61,40,75,75,61,51,61,62,67,62,65,72,71,61,64,64,46,71,44,66,65,74,72
3288,LCB,Low/Medium,53.0,39.0,43.0,48.0,70.0,74.0,24,33,70,60,33,45,27,28,45,50,50,55,45,68,40,60,71,62,82,27,72,70,45,40,58,58,69,70,68
3289,RCB,Low/Medium,71.0,49.0,51.0,58.0,70.0,72.0,31,34,66,63,46,57,25,32,68,58,72,70,65,60,58,69,87,65,74,63,73,70,38,46,66,54,69,72,68
3290,LDM,Medium/High,35.0,62.0,65.0,68.0,64.0,71.0,60,63,67,71,41,69,47,52,68,73,38,32,58,69,40,68,39,71,74,59,73,67,69,67,54,74,58,66,62
3291,LB,Medium/Medium,69.0,64.0,69.0,73.0,59.0,54.0,67,64,43,74,64,74,75,72,68,72,72,66,82,59,83,66,51,64,46,62,63,61,58,61,60,60,62,61,57
3292,ST,Medium/Low,61.0,68.0,52.0,65.0,33.0,72.0,36,70,72,64,56,66,56,32,48,68,54,66,54,70,52,68,76,61,82,66,60,28,70,56,66,68,34,25,22
3293,RDM,High/High,70.0,62.0,67.0,71.0,67.0,70.0,59,55,65,73,65,70,65,54,63,69,68,72,75,70,75,75,73,73,67,65,71,65,67,69,52,77,65,69,71
3294,RCM,Medium/High,68.0,54.0,67.0,70.0,65.0,71.0,61,51,62,76,41,70,44,46,73,71,67,69,68,65,74,61,68,74,70,53,68,62,61,65,53,67,65,69,66
3295,RM,High/High,87.0,64.0,61.0,70.0,47.0,70.0,71,64,58,65,69,71,51,45,55,68,85,89,82,60,75,71,84,80,65,59,65,45,64,53,47,57,41,49,47
3296,RCM,High/Medium,62.0,65.0,71.0,70.0,47.0,57.0,65,65,37,73,64,69,67,72,72,71,65,59,70,67,75,65,53,71,56,67,41,46,67,72,51,67,41,56,46
3297,LW,High/Medium,80.0,63.0,62.0,68.0,35.0,64.0,69,63,56,63,62,71,58,53,49,69,77,82,71,66,50,64,34,79,72,61,32,26,66,67,57,57,38,31,30
3298,LDM,High/Low,72.0,59.0,64.0,66.0,66.0,78.0,53,52,64,70,56,65,57,55,64,69,70,74,63,66,67,73,80,80,79,63,71,68,55,66,53,66,64,67,65
3299,LCM,Medium/Medium,76.0,58.0,70.0,75.0,55.0,57.0,65,56,47,73,56,75,71,66,73,73,77,75,81,63,82,65,59,70,49,57,59,61,63,69,52,70,53,59,49
3300,LB,Medium/Medium,71.0,60.0,67.0,69.0,64.0,61.0,70,56,40,67,48,68,72,70,65,67,73,70,81,65,80,65,71,79,46,64,73,66,62,65,65,65,66,68,67
3301,CAM,High/Medium,76.0,59.0,66.0,74.0,30.0,49.0,65,58,43,69,57,73,62,59,68,72,77,75,86,67,87,60,70,66,38,59,50,35,64,65,54,69,22,31,28
3302,RM,Medium/Low,80.0,63.0,64.0,71.0,36.0,43.0,70,63,42,65,56,73,67,56,58,70,83,78,71,64,70,65,40,49,44,66,34,39,65,62,48,63,32,36,35
3303,RB,Medium/Medium,77.0,57.0,59.0,64.0,65.0,73.0,64,55,64,62,51,64,57,47,57,63,74,79,69,63,60,68,82,81,73,56,62,62,58,53,48,63,64,69,65
3304,RM,Medium/Medium,78.0,58.0,69.0,74.0,61.0,56.0,67,57,58,74,53,74,60,55,70,72,79,77,85,67,81,63,72,75,45,59,55,55,58,67,47,65,56,68,65
3305,LS,High/Low,68.0,70.0,51.0,62.0,35.0,66.0,39,72,72,59,59,58,40,33,51,67,67,68,68,67,52,72,72,67,72,68,46,35,71,56,55,69,32,30,22
3306,LCB,Low/Medium,47.0,35.0,49.0,54.0,71.0,69.0,38,28,74,67,18,49,28,30,54,60,46,48,46,65,53,59,71,67,73,30,59,69,23,36,52,61,70,72,67
3307,ST,High/Medium,60.0,69.0,51.0,62.0,28.0,68.0,44,68,74,58,55,60,45,39,43,68,57,62,58,68,53,77,77,62,80,67,42,23,72,56,66,55,31,15,21
3308,LW,High/Medium,89.0,55.0,64.0,68.0,57.0,63.0,74,52,37,63,41,68,70,63,58,65,87,90,83,57,75,62,57,77,59,62,55,56,50,58,49,58,57,65,58
3309,RDM,Medium/Medium,67.0,62.0,66.0,65.0,65.0,65.0,53,59,55,73,50,62,56,50,74,70,68,67,67,67,57,68,61,65,64,66,69,66,55,67,64,70,64,68,64
3310,RM,High/Medium,84.0,64.0,63.0,74.0,23.0,62.0,67,63,57,63,58,72,62,65,56,71,82,85,92,58,89,72,86,74,52,62,64,25,59,66,68,69,24,14,13
3311,LCB,High/High,40.0,35.0,49.0,53.0,68.0,81.0,39,33,73,58,28,51,47,30,49,55,38,41,45,67,56,43,80,75,87,31,72,68,43,47,40,65,67,67,68
3312,RCM,Medium/Medium,67.0,48.0,60.0,66.0,67.0,72.0,47,42,72,70,41,64,45,42,69,69,68,66,65,65,64,61,84,75,71,46,66,66,58,59,48,64,62,69,71
3313,RS,High/Medium,80.0,66.0,64.0,72.0,37.0,69.0,62,70,57,69,56,72,62,41,60,70,81,80,82,69,77,66,73,80,75,59,37,32,70,66,69,70,38,34,33
3314,LS,Medium/Low,61.0,73.0,53.0,68.0,31.0,73.0,42,75,59,60,71,68,66,55,48,70,64,59,66,57,82,75,66,59,83,75,68,18,69,51,35,61,25,37,29
3315,RCM,High/Medium,69.0,69.0,71.0,72.0,61.0,67.0,70,67,50,72,59,72,75,72,71,71,70,69,78,60,71,73,67,72,62,70,75,62,69,71,73,70,59,66,64
3316,LCM,Medium/High,73.0,58.0,66.0,69.0,62.0,69.0,55,55,40,72,40,68,60,40,68,70,74,73,68,65,75,66,60,76,63,60,75,64,64,73,50,64,64,64,64
3317,LCB,Medium/Medium,72.0,26.0,54.0,54.0,70.0,70.0,26,21,68,68,22,47,28,27,69,60,71,73,60,61,61,41,83,61,76,23,65,66,29,61,33,51,70,72,70
3318,CAM,High/Medium,71.0,74.0,69.0,69.0,32.0,62.0,55,68,44,71,76,72,76,72,70,64,72,70,72,58,81,83,32,64,66,83,57,26,64,75,62,58,34,31,28
3319,RB,High/Medium,73.0,49.0,59.0,71.0,63.0,68.0,67,47,62,64,42,73,51,37,62,70,72,73,73,66,68,49,73,74,66,51,66,62,61,47,46,58,57,69,68
3320,RW,Medium/Medium,71.0,68.0,65.0,68.0,33.0,55.0,66,74,66,65,57,68,63,55,63,69,72,71,65,66,71,62,62,67,57,66,31,29,69,68,64,65,32,26,30
3321,CAM,High/Low,72.0,71.0,67.0,70.0,46.0,63.0,62,73,61,71,52,70,65,56,67,71,73,71,75,69,68,69,53,66,67,70,51,30,70,66,79,64,42,53,51
3322,LDM,High/Medium,62.0,63.0,69.0,68.0,65.0,66.0,67,60,63,75,31,68,51,45,69,72,64,61,60,64,71,74,55,77,59,68,71,65,55,72,59,70,65,67,65
3323,RF,High/Medium,66.0,60.0,66.0,69.0,58.0,65.0,55,64,63,72,36,68,52,48,67,72,69,63,72,67,70,60,63,73,63,59,60,52,68,75,53,50,60,59,57
3324,RCB,Medium/Medium,47.0,26.0,47.0,49.0,70.0,71.0,31,22,68,62,31,41,32,24,56,54,53,42,50,68,58,39,77,64,78,21,61,69,22,38,37,53,70,73,69
3325,LM,Medium/Medium,72.0,52.0,62.0,62.0,66.0,64.0,67,49,54,65,56,58,63,43,63,65,72,72,66,65,73,57,64,71,60,52,64,67,65,56,41,54,64,69,70
3326,RM,Medium/Medium,70.0,66.0,66.0,68.0,55.0,66.0,67,65,42,66,63,67,64,63,65,66,71,69,78,67,70,70,66,78,58,65,71,61,68,66,62,67,56,58,48
3327,RCM,Low/Medium,66.0,58.0,71.0,70.0,60.0,63.0,72,54,55,74,41,70,65,55,68,72,67,65,63,65,70,68,62,80,58,58,54,57,61,70,75,72,63,62,56
3328,RCM,High/Medium,71.0,62.0,69.0,70.0,66.0,67.0,66,57,70,70,68,69,69,71,68,69,72,70,74,69,73,67,75,72,63,67,71,67,68,70,60,67,64,65,65
3329,RB,Medium/Medium,84.0,44.0,58.0,66.0,61.0,65.0,67,41,49,64,35,67,45,43,58,61,83,85,80,62,84,50,64,85,59,43,55,65,65,46,43,49,60,64,62
3330,RDM,High/High,80.0,65.0,63.0,71.0,63.0,67.0,51,63,44,70,57,73,59,48,64,69,77,82,78,67,68,72,62,81,61,63,68,69,68,68,58,67,59,68,67
3331,LCB,Low/High,71.0,22.0,39.0,45.0,70.0,77.0,21,19,72,54,22,37,26,22,44,48,65,75,61,62,52,29,70,71,84,20,69,69,26,32,33,50,70,70,68
3332,LW,Medium/Medium,70.0,57.0,68.0,72.0,35.0,54.0,69,56,44,71,55,73,55,51,69,72,72,69,68,70,74,59,62,71,46,58,51,25,62,70,56,65,30,40,45
3333,CAM,Medium/Medium,71.0,59.0,68.0,75.0,46.0,51.0,61,55,40,73,58,75,69,68,66,72,78,65,85,60,85,68,33,70,46,59,46,45,65,69,57,68,52,43,41
3334,LB,High/High,84.0,44.0,59.0,66.0,62.0,74.0,66,35,61,65,36,65,45,29,53,66,84,84,71,61,68,62,72,83,73,48,65,62,58,59,31,60,61,64,64
3335,RB,High/Medium,80.0,33.0,60.0,69.0,64.0,66.0,66,25,56,67,22,68,37,25,62,68,79,80,78,63,71,50,69,75,57,28,75,62,65,57,36,62,62,70,65
3336,RB,High/High,84.0,39.0,55.0,61.0,64.0,80.0,55,35,52,61,42,56,45,42,45,60,87,81,76,61,72,41,71,89,74,39,88,66,59,57,37,62,64,67,64
3337,RCM,High/Low,78.0,68.0,68.0,72.0,40.0,60.0,69,65,55,68,59,70,71,73,68,71,74,81,84,67,81,77,77,66,60,71,50,42,66,67,65,68,33,42,35
3338,RW,High/Medium,84.0,67.0,61.0,72.0,29.0,58.0,60,68,48,63,54,73,67,52,54,68,87,81,85,61,76,71,42,64,59,67,52,20,60,65,62,64,28,29,33
3339,RB,High/Medium,79.0,42.0,56.0,65.0,64.0,74.0,62,42,65,64,32,64,53,38,58,63,78,79,81,62,68,55,59,91,71,33,64,64,52,42,35,56,64,64,63
3340,LB,High/High,69.0,50.0,65.0,67.0,66.0,56.0,68,45,62,65,56,66,62,40,68,68,70,68,68,61,64,56,64,73,51,52,43,60,50,66,48,70,65,72,71
3341,RB,Medium/Medium,58.0,43.0,54.0,62.0,68.0,71.0,66,38,67,65,23,60,48,20,51,66,52,63,57,67,66,51,65,75,71,53,69,68,43,36,34,65,69,69,65
3342,LCM,High/Medium,74.0,61.0,69.0,69.0,46.0,66.0,61,66,58,76,46,74,64,66,67,71,76,72,58,58,58,64,62,71,65,51,62,28,69,68,55,52,42,58,48
3343,LF,Medium/Medium,74.0,58.0,64.0,76.0,31.0,47.0,57,60,33,69,59,78,60,49,63,74,75,74,86,67,78,66,56,60,34,42,59,22,70,69,55,63,35,29,39
3344,LM,High/Medium,79.0,68.0,65.0,71.0,53.0,61.0,55,68,54,70,51,72,63,57,66,70,80,78,75,62,72,73,60,69,62,69,48,47,65,66,63,72,49,58,56
3345,LCB,High/Medium,68.0,36.0,56.0,64.0,68.0,73.0,54,30,70,64,27,63,38,40,54,67,71,66,62,66,56,51,65,70,77,28,69,67,53,53,45,59,69,69,65
3346,RCM,High/High,71.0,64.0,63.0,67.0,66.0,71.0,51,59,60,71,62,67,50,47,68,68,74,68,67,66,67,72,73,79,64,70,76,66,68,63,55,62,65,70,64
3347,CAM,Medium/Medium,87.0,56.0,60.0,70.0,40.0,56.0,60,57,47,63,45,71,45,43,57,67,89,86,81,63,66,53,40,76,52,58,46,23,60,66,57,62,41,42,53
3348,RCB,Medium/Medium,45.0,34.0,48.0,55.0,68.0,76.0,30,29,70,66,40,54,31,30,52,64,43,46,36,60,42,47,76,64,82,28,76,69,32,42,37,59,65,69,66
3349,RCB,Medium/Medium,54.0,33.0,49.0,56.0,69.0,74.0,61,24,64,57,33,54,32,33,39,60,53,54,44,68,49,55,89,69,74,27,74,68,34,39,54,62,67,72,74
3350,LCM,High/High,69.0,54.0,74.0,74.0,55.0,60.0,70,47,54,75,48,72,77,70,76,73,74,65,78,67,90,74,57,61,56,48,68,59,61,77,57,82,47,59,60
3351,LB,High/Medium,78.0,57.0,65.0,64.0,62.0,70.0,68,52,59,67,58,63,65,68,64,64,78,78,70,61,69,66,64,83,65,59,70,62,59,58,59,56,58,65,64
3352,CAM,Medium/Medium,73.0,55.0,68.0,73.0,37.0,46.0,62,60,34,72,52,72,61,47,65,71,75,71,91,60,85,45,61,63,39,53,36,39,61,74,46,64,40,33,37
3353,RB,Medium/Medium,83.0,37.0,62.0,66.0,62.0,67.0,67,37,55,66,37,65,61,41,63,64,82,84,78,64,73,31,68,79,61,30,65,65,67,54,50,63,62,64,61
3354,LW,High/Medium,78.0,63.0,63.0,72.0,31.0,52.0,67,62,43,67,56,73,60,40,55,69,80,77,82,67,79,67,61,61,50,63,44,35,65,63,64,61,30,26,30
3355,RS,High/Medium,80.0,60.0,64.0,70.0,41.0,56.0,59,65,47,71,49,72,48,62,61,69,82,79,75,56,80,56,59,75,50,55,44,39,63,63,62,57,33,47,43
3356,RCB,Low/High,60.0,32.0,45.0,52.0,68.0,80.0,30,23,63,58,31,45,33,32,52,53,55,64,65,64,57,49,80,72,83,29,84,71,37,37,47,65,63,72,68
3357,RCB,Low/High,69.0,33.0,59.0,59.0,70.0,68.0,67,28,67,64,24,55,38,42,62,60,69,69,64,69,68,42,71,65,68,29,72,70,49,48,48,60,71,71,71
3358,LDM,Medium/High,63.0,47.0,58.0,58.0,68.0,77.0,48,45,65,70,25,56,21,24,67,60,65,61,64,63,56,55,74,88,75,51,68,70,54,59,36,56,66,70,65
3359,RCB,High/High,88.0,59.0,64.0,67.0,65.0,72.0,70,60,63,63,51,65,65,45,63,65,91,85,81,63,84,63,75,80,67,57,72,61,63,65,47,62,68,65,65
3360,RCB,Medium/Medium,42.0,44.0,46.0,46.0,69.0,81.0,35,40,79,57,41,41,42,24,55,50,43,41,41,72,53,57,89,86,81,45,71,60,29,39,40,53,70,71,67
3361,LS,High/Low,67.0,71.0,49.0,67.0,21.0,63.0,34,75,65,63,72,71,55,66,30,66,66,68,60,63,64,68,61,70,70,67,35,15,69,48,67,60,18,12,20
3362,CAM,Medium/Medium,74.0,65.0,68.0,71.0,40.0,51.0,61,63,40,70,56,72,69,70,67,73,75,74,73,59,74,70,35,66,48,69,44,38,61,73,60,58,39,43,38
3363,ST,High/Medium,73.0,70.0,54.0,68.0,22.0,66.0,44,74,65,63,58,69,54,42,42,70,72,74,68,64,65,73,65,64,73,63,49,17,69,59,71,60,19,14,19
3364,CDM,Medium/Medium,65.0,63.0,63.0,67.0,67.0,69.0,55,57,57,70,48,66,45,31,69,68,67,63,67,67,67,77,67,74,65,70,71,68,61,67,52,65,70,66,65
3365,LCM,Medium/Medium,66.0,63.0,68.0,69.0,64.0,70.0,69,65,52,72,56,69,65,56,68,71,72,61,67,64,75,64,74,73,71,61,61,65,63,65,54,64,63,68,66
3366,LCM,High/Low,85.0,54.0,67.0,70.0,38.0,50.0,58,52,46,73,46,67,60,52,66,71,82,88,84,67,83,63,50,72,40,51,45,34,62,72,43,56,40,33,43
3367,LDM,Medium/High,68.0,56.0,67.0,67.0,64.0,73.0,61,53,53,69,43,65,54,69,70,69,67,68,65,65,70,62,59,83,72,59,66,66,62,69,56,66,65,65,61
3368,LCB,Medium/Medium,69.0,22.0,38.0,45.0,71.0,73.0,24,16,74,64,25,26,23,22,25,55,73,66,76,54,73,33,74,81,72,16,66,69,29,26,36,60,72,71,70
3369,LCM,Medium/High,75.0,57.0,66.0,66.0,60.0,61.0,50,53,60,76,43,66,56,52,79,68,80,71,60,65,78,64,61,79,50,61,64,64,58,63,55,49,51,66,63
3370,LM,High/Medium,84.0,65.0,64.0,69.0,33.0,53.0,65,66,42,66,56,66,64,51,64,72,83,84,76,68,74,65,45,53,56,64,49,31,68,65,63,69,28,34,36
3371,LM,Medium/Medium,64.0,64.0,69.0,68.0,57.0,59.0,64,64,59,76,39,69,47,68,69,71,63,64,52,67,68,69,69,69,56,65,52,55,70,65,49,64,50,65,59
3372,LCM,High/Medium,75.0,56.0,64.0,75.0,45.0,54.0,59,45,47,69,54,75,69,42,61,76,77,74,75,76,80,74,46,67,47,59,58,45,72,66,59,59,45,46,41
3373,RCM,Medium/Low,75.0,65.0,69.0,71.0,50.0,62.0,65,62,47,72,66,74,70,72,70,72,74,76,69,61,61,72,60,69,62,67,54,56,61,65,59,70,47,52,44
3374,RCB,Medium/High,63.0,41.0,54.0,60.0,69.0,66.0,43,38,70,64,28,59,52,27,59,63,62,64,47,67,55,49,72,50,75,40,64,69,42,49,44,67,68,70,69
3375,RWB,High/Medium,75.0,55.0,72.0,66.0,63.0,67.0,80,48,57,67,37,65,77,72,70,67,73,77,69,62,71,70,73,74,62,58,67,62,62,71,50,61,60,67,65
3376,RWB,High/Medium,83.0,37.0,53.0,71.0,64.0,67.0,65,29,54,55,27,74,39,37,53,70,82,84,78,59,73,52,65,83,62,38,59,58,57,47,36,49,64,69,66
3377,LW,Medium/Medium,81.0,66.0,64.0,74.0,42.0,55.0,63,63,54,68,48,74,73,54,64,72,82,81,83,57,80,76,49,69,53,68,44,39,67,59,59,72,37,45,37
3378,ST,High/Low,76.0,71.0,51.0,69.0,22.0,69.0,48,68,65,55,63,66,67,72,46,71,75,76,77,62,68,81,83,82,63,70,65,16,75,43,70,80,23,12,14
3379,ST,Medium/Low,67.0,75.0,52.0,67.0,20.0,64.0,46,75,65,56,68,68,66,56,41,70,68,66,58,56,64,78,65,58,74,73,46,18,72,53,72,69,15,15,13
3380,CDM,High/Medium,68.0,65.0,73.0,71.0,59.0,69.0,71,58,61,74,64,68,66,73,75,75,69,68,74,60,76,75,66,75,67,70,68,58,56,72,68,76,59,60,57
3381,ST,High/Medium,77.0,68.0,59.0,68.0,34.0,64.0,56,74,69,66,58,69,49,47,59,70,78,77,63,59,70,65,71,70,63,58,57,38,71,55,65,56,28,28,27
3382,RB,Medium/High,79.0,37.0,52.0,61.0,65.0,64.0,64,36,60,58,33,55,55,33,50,63,79,79,71,65,82,35,57,72,62,35,60,63,56,35,40,60,64,70,65
3383,LB,Medium/Medium,83.0,38.0,48.0,63.0,66.0,55.0,62,38,47,43,47,60,66,63,31,64,82,83,62,71,78,39,65,74,46,31,52,72,51,47,47,55,70,65,64
3384,RCB,Low/Medium,65.0,33.0,43.0,51.0,68.0,75.0,29,26,71,59,32,45,38,27,39,58,61,68,48,61,53,56,77,68,82,23,68,66,32,35,45,57,68,70,65
3385,CM,High/High,63.0,67.0,65.0,67.0,64.0,78.0,52,63,63,69,48,68,63,61,73,71,62,64,60,66,54,77,68,80,80,72,73,65,60,67,67,69,61,67,59
3386,RB,Medium/Medium,71.0,34.0,58.0,59.0,65.0,71.0,65,33,66,67,33,63,39,38,60,58,72,70,53,59,51,37,63,76,74,30,58,67,47,44,44,57,60,68,69
3387,RM,Medium/Medium,72.0,73.0,65.0,70.0,35.0,64.0,64,75,69,67,76,71,70,65,58,68,71,73,76,67,66,78,72,52,70,68,60,34,71,65,62,75,30,29,34
3388,ST,Medium/Medium,63.0,72.0,52.0,64.0,34.0,77.0,48,73,61,53,68,63,64,61,59,65,61,65,61,66,64,75,82,70,81,68,76,39,75,46,71,68,39,23,19
3389,RCM,Medium/High,50.0,55.0,62.0,59.0,67.0,72.0,58,49,59,64,42,52,42,50,63,68,52,49,54,66,66,61,70,62,77,65,72,72,69,71,53,69,69,66,64
3390,RB,High/Medium,56.0,64.0,70.0,65.0,65.0,72.0,73,58,63,70,58,62,80,74,68,68,60,52,67,73,64,79,74,70,72,67,72,66,60,67,62,68,66,65,65
3391,RDM,Medium/High,42.0,57.0,64.0,58.0,67.0,77.0,64,55,65,68,43,56,55,62,64,60,43,42,53,63,61,68,66,73,78,53,80,67,59,58,57,66,65,70,67
3392,RCB,Medium/High,38.0,67.0,64.0,66.0,66.0,76.0,62,60,69,62,53,66,66,67,64,66,43,33,64,75,63,80,70,66,76,72,88,66,67,69,68,56,67,66,63
3393,LM,Medium/Low,62.0,67.0,67.0,69.0,47.0,65.0,66,65,53,67,62,69,67,67,65,70,60,64,70,65,71,66,70,73,62,71,59,50,68,70,69,69,45,46,45
3394,RCB,Low/High,59.0,38.0,56.0,56.0,67.0,73.0,50,38,71,65,39,51,38,21,62,55,66,54,65,63,61,53,80,67,76,25,73,66,50,53,26,68,63,70,68
3395,LCB,Low/High,49.0,51.0,61.0,62.0,67.0,70.0,63,49,64,65,40,61,49,56,66,63,47,51,58,66,63,57,75,54,72,53,85,67,48,54,55,68,68,67,69
3396,CDM,Low/High,54.0,46.0,61.0,65.0,68.0,75.0,62,45,59,66,49,62,36,66,62,64,52,55,72,65,81,62,84,72,75,36,76,70,45,56,34,74,67,69,72
3397,LCB,Medium/Medium,51.0,44.0,59.0,59.0,68.0,73.0,50,34,68,66,41,55,56,38,65,62,54,48,60,65,57,72,76,78,76,42,58,70,45,58,36,69,68,68,66
3398,RCM,Medium/Medium,44.0,61.0,65.0,66.0,64.0,66.0,54,67,42,71,54,60,47,48,62,66,43,44,86,69,73,51,59,79,66,61,52,68,66,77,57,70,76,61,49
3399,RCB,High/High,44.0,41.0,65.0,53.0,69.0,71.0,50,34,70,73,48,50,52,52,70,57,50,39,39,68,72,50,70,69,75,40,66,66,60,67,54,57,67,70,72
3400,RW,Medium/Low,72.0,64.0,64.0,72.0,47.0,70.0,72,60,64,61,63,75,69,61,59,67,73,72,74,64,70,73,82,63,70,66,74,55,64,64,55,72,24,55,56
3401,RM,Low/High,64.0,45.0,63.0,63.0,69.0,70.0,67,29,67,64,28,61,73,64,62,64,65,63,63,61,68,70,64,72,68,59,74,70,43,55,42,73,72,66,64
3402,RDM,Medium/Medium,53.0,54.0,68.0,68.0,62.0,73.0,58,47,56,70,49,62,77,68,68,70,50,56,77,72,80,60,72,74,72,57,75,63,67,73,67,69,64,62,55
3403,LB,Medium/Medium,58.0,41.0,66.0,65.0,70.0,65.0,68,29,60,68,16,65,64,35,68,66,56,60,62,66,62,58,71,57,68,53,67,72,63,65,40,68,70,71,69
3404,LCB,High/Medium,42.0,60.0,67.0,63.0,68.0,64.0,71,50,70,65,55,65,85,78,65,66,49,36,56,62,44,72,58,33,79,70,65,70,50,62,77,69,66,68,67
3405,RCB,Medium/Medium,32.0,44.0,55.0,56.0,70.0,72.0,40,45,72,61,29,57,32,22,68,56,33,31,39,69,44,55,39,61,83,30,68,69,42,62,72,73,69,70,69
3406,RM,High/High,67.0,62.0,66.0,65.0,66.0,68.0,67,59,58,66,56,63,60,68,62,65,66,68,71,63,70,70,70,70,68,62,64,68,68,68,64,72,70,64,65
3407,LCB,Low/High,76.0,46.0,50.0,45.0,65.0,84.0,37,41,65,59,44,30,33,39,59,51,71,80,68,59,59,55,91,87,85,49,74,64,38,48,46,65,66,67,61
3408,RM,Medium/Low,67.0,63.0,70.0,71.0,43.0,59.0,70,57,59,69,65,72,70,70,71,70,68,66,71,62,69,68,57,62,62,68,46,35,68,69,65,72,37,49,44
3409,RM,High/Medium,76.0,69.0,56.0,68.0,22.0,69.0,62,74,59,57,60,65,59,62,43,71,77,76,75,66,63,63,92,72,66,61,65,31,73,56,76,61,13,17,13
3410,RB,Medium/High,61.0,66.0,65.0,69.0,63.0,78.0,68,65,71,65,52,67,68,69,53,68,74,50,74,70,83,73,83,82,80,65,67,60,73,68,67,62,55,68,67
3411,RCB,Low/Medium,61.0,33.0,50.0,52.0,66.0,76.0,32,26,61,66,33,44,32,20,61,55,54,67,62,66,56,50,74,67,82,33,73,67,43,42,25,68,69,66,62
3412,RCM,High/High,71.0,66.0,69.0,70.0,57.0,65.0,72,64,49,68,62,69,72,74,65,70,73,69,76,68,70,67,50,82,63,68,53,59,63,67,69,71,56,62,53
3413,ST,Medium/High,46.0,71.0,53.0,54.0,36.0,78.0,38,74,72,63,66,44,56,42,44,69,43,48,40,69,59,76,56,63,87,59,81,39,72,58,67,70,28,33,28
3414,CB,Medium/High,43.0,24.0,46.0,42.0,69.0,69.0,35,16,71,52,14,37,37,20,51,43,41,44,38,66,55,48,73,42,82,18,71,65,26,49,23,60,67,72,68
3415,RB,High/Medium,59.0,46.0,63.0,62.0,66.0,81.0,69,35,59,67,49,61,68,49,60,63,56,61,60,65,63,60,83,77,83,56,78,70,58,54,39,56,64,67,65
3416,LM,High/Low,65.0,67.0,66.0,71.0,43.0,61.0,67,68,53,67,68,72,64,60,63,69,66,64,71,69,73,65,71,64,56,64,66,48,71,69,70,73,36,46,37
